Timestamp_s;Angle_deg;Degree Difference;Normalized Degrees;;
0,016683333;0,613353664;0;-0,19839554;0,811749203;
0,033366667;0,761582509;0,148228845;-0,050166694;;
0,05005;0,728223792;-0,033358717;-0,083525411;;
0,066733333;0,670051455;-0,058172337;-0,141697748;;
0,083416667;0,543417864;-0,126633591;-0,268331339;;
0,1001;0,748422534;0,20500467;-0,063326669;;
0,116783333;0,775573536;0,027151001;-0,036175667;;
0,133466667;0,777929699;0,002356163;-0,033819504;;
0,15015;0,72648493;-0,051444769;-0,085264273;;
0,166833333;0,653654879;-0,072830052;-0,158094324;;
0,183516667;0,708331968;0,054677089;-0,103417235;;
0,2002;0,721034946;0,012702978;-0,090714257;;
0,216883333;0,79490166;0,073866714;-0,016847543;;
0,233566667;0,756583872;-0,038317787;-0,055165331;;
0,25025;0,784391341;0,027807469;-0,027357862;;
0,266933333;0,860477172;0,076085831;0,048727969;;
0,283616667;0,755895354;-0,104581818;-0,055853849;;
0,3003;0,852643104;0,09674775;0,040893901;;
0,316983333;0,757311939;-0,095331165;-0,054437264;;
0,333666667;0,849938696;0,092626757;0,038189493;;
0,35035;0,781314157;-0,068624538;-0,030435046;;
0,367033333;0,713783704;-0,067530453;-0,097965499;;
0,383716667;0,852310006;0,138526302;0,040560803;;
0,4004;0,699099578;-0,153210428;-0,112649625;;
0,417083333;0,673187661;-0,025911917;-0,138561542;;
0,433766667;0,679887053;0,006699392;-0,13186215;;
0,45045;0,668899239;-0,010987814;-0,142849964;;
0,467133333;0,778743078;0,109843839;-0,033006125;;
0,483816667;0,741944419;-0,036798658;-0,069804784;;
0,5005;0,688518492;-0,053425927;-0,123230711;;
0,517183333;0,621169086;-0,067349406;-0,190580117;;
0,533866667;0,734858528;0,113689442;-0,076890675;;
0,55055;0,912203094;0,177344566;0,100453891;;
0,567233333;0,816085752;-0,096117342;0,004336549;;
0,583916667;0,938971908;0,122886156;0,127222705;;
0,6006;0,820326326;-0,118645582;0,008577123;;
0,617283333;0,728624362;-0,091701964;-0,083124841;;
0,633966667;0,620043503;-0,108580858;-0,1917057;;
0,65065;0,570956162;-0,049087342;-0,240793041;;
0,667333333;0,771938524;0,200982363;-0,039810679;;
0,684016667;0,700521653;-0,071416871;-0,11122755;;
0,7007;0,737239528;0,036717875;-0,074509675;;
0,717383333;0,621778251;-0,115461277;-0,189970952;;
0,734066667;0,54608439;-0,075693861;-0,265664813;;
0,75075;0,700709981;0,154625592;-0,111039222;;
0,767433333;0,618874049;-0,081835932;-0,192875154;;
0,784116667;0,770018835;0,151144786;-0,041730368;;
0,8008;0,75863426;-0,011384575;-0,053114943;;
0,817483333;0,710220583;-0,048413678;-0,10152862;;
0,834166667;0,658164332;-0,052056251;-0,153584871;;
0,85085;0,550654988;-0,107509344;-0,261094215;;
0,867533333;0,810230908;0,259575919;-0,001518295;;
0,884216667;0,835769655;0,025538748;0,024020452;;
0,9009;0,786226351;-0,049543304;-0,025522852;;
0,917583333;0,715266525;-0,070959826;-0,096482678;;
0,934266667;0,667581813;-0,047684712;-0,14416739;;
0,95095;0,787378696;0,119796883;-0,024370507;;
0,967633333;0,787726944;0,000348248;-0,024022259;;
0,984316667;0,834941527;0,047214584;0,023192324;;
1,001;0,806570842;-0,028370685;-0,005178361;;
1,017683333;0,768765688;-0,037805154;-0,042983515;;
1,034366667;0,794411378;0,02564569;-0,017337825;;
1,05105;0,601117322;-0,193294057;-0,210631881;;
1,067733333;0,789909056;0,188791734;-0,021840147;;
1,084416667;0,802269196;0,01236014;-0,009480007;;
1,1011;0,736146712;-0,066122483;-0,075602491;;
1,117783333;0,681423982;-0,05472273;-0,130325221;;
1,134466667;0,66087773;-0,020546252;-0,150871473;;
1,15115;0,871131342;0,210253612;0,059382139;;
1,167833333;0,859983266;-0,011148077;0,048234063;;
1,184516667;0,792317324;-0,067665942;-0,019431879;;
1,2012;0,680486195;-0,111831129;-0,131263009;;
1,217883333;0,568262333;-0,112223862;-0,24348687;;
1,234566667;0,750524635;0,182262302;-0,061224568;;
1,25125;0,697816474;-0,052708161;-0,113932729;;
1,267933333;0,668522063;-0,029294412;-0,14322714;;
1,284616667;0,659007744;-0,009514318;-0,152741459;;
1,3013;0,787888385;0,128880641;-0,023860818;;
1,317983333;0,834979248;0,047090863;0,023230045;;
1,334666667;0,656008149;-0,178971099;-0,155741054;;
1,35135;0,703765241;0,047757093;-0,107983962;;
1,368033333;0,660182501;-0,04358274;-0,151566702;;
1,384716667;0,611043974;-0,049138527;-0,200705229;;
1,4014;0,682938075;0,071894101;-0,128811128;;
1,418083333;0,557126227;-0,125811848;-0,254622976;;
1,434766667;0,669460436;0,112334209;-0,142288767;;
1,45145;0,709225508;0,039765072;-0,102523695;;
1,468133333;0,865091233;0,155865726;0,05334203;;
1,484816667;0,799901111;-0,065190122;-0,011848092;;
1,5015;0,667889613;-0,132011499;-0,14385959;;
1,518183333;0,739595407;0,071705794;-0,072153797;;
1,534866667;0,645608765;-0,093986642;-0,166140438;;
1,55155;0,857777146;0,212168381;0,046027943;;
1,568233333;0,808041752;-0,049735394;-0,003707451;;
1,584916667;0,697958401;-0,110083351;-0,113790802;;
1,6016;0,67000836;-0,027950041;-0,141740843;;
1,618283333;0,686644716;0,016636357;-0,125104487;;
1,634966667;0,80991557;0,123270854;-0,001833633;;
1,65165;0,848890347;0,038974777;0,037141144;;
1,668333333;0,843825678;-0,005064669;0,032076475;;
1,685016667;0,80357695;-0,040248728;-0,008172253;;
1,7017;0,667723719;-0,13585323;-0,144025484;;
1,718383333;0,683942718;0,016218998;-0,127806486;;
1,735066667;0,683298978;-0,00064374;-0,128450225;;
1,75175;0,760078635;0,076779657;-0,051670568;;
1,768433333;0,80851465;0,048436016;-0,003234553;;
1,785116667;0,787120287;-0,021394364;-0,024628917;;
1,8018;0,780505314;-0,006614973;-0,031243889;;
1,818483333;0,631716102;-0,148789212;-0,180033101;;
1,835166667;0,730763104;0,099047001;-0,080986099;;
1,85185;0,823335538;0,092572434;0,011586335;;
1,868533333;0,889175186;0,065839648;0,077425983;;
1,885216667;0,811918065;-0,077257121;0,000168862;;
1,9019;0,808763937;-0,003154128;-0,002985266;;
1,918583333;0,832666679;0,023902742;0,020917476;;
1,935266667;0,811568919;-0,02109776;-0,000180284;;
1,95195;0,711590425;-0,099978494;-0,100158778;;
1,968633333;0,718070126;0,0064797;-0,093679077;;
1,985316667;0,747833542;0,029763417;-0,063915661;;
2,002;0,781556408;0,033722866;-0,030192795;;
2,018683333;0,768909241;-0,012647167;-0,042839962;;
2,035366667;0,685850817;-0,083058424;-0,125898386;;
2,05205;0,764283312;0,078432496;-0,047465891;;
2,068733333;0,702546992;-0,061736321;-0,109202211;;
2,085416667;0,806154581;0,103607589;-0,005594622;;
2,1021;0,740854191;-0,06530039;-0,070895012;;
2,118783333;0,745272688;0,004418497;-0,066476515;;
2,135466667;0,838154022;0,092881334;0,026404819;;
2,15215;0,86864131;0,030487287;0,056892107;;
2,168833333;0,909023473;0,040382164;0,09727427;;
2,185516667;0,78815696;-0,120866513;-0,023592243;;
2,2022;0,756295895;-0,031861065;-0,055453308;;
2,218883333;0,701609172;-0,054686723;-0,110140031;;
2,235566667;0,705960001;0,00435083;-0,105789202;;
2,25225;0,713354793;0,007394792;-0,09839441;;
2,268933333;0,838056767;0,124701974;0,026307564;;
2,285616667;0,948738223;0,110681456;0,13698902;;
2,3023;0,951486309;0,002748086;0,139737105;;
2,318983333;0,905710254;-0,045776054;0,093961051;;
2,335666667;0,789849018;-0,115861236;-0,021900185;;
2,35235;0,827676175;0,037827157;0,015926972;;
2,369033333;0,927045288;0,099369113;0,115296085;;
2,385716667;0,907363835;-0,019681453;0,095614632;;
2,4024;0,848659826;-0,058704009;0,036910623;;
2,419083333;0,778654413;-0,070005413;-0,03309479;;
2,435766667;0,791875802;0,013221388;-0,019873401;;
2,45245;0,832981012;0,04110521;0,021231809;;
2,469133333;0,76430243;-0,068678581;-0,047446773;;
2,485816667;0,764491707;0,000189277;-0,047257496;;
2,5025;0,78019663;0,015704923;-0,031552573;;
2,519183333;0,885348951;0,105152321;0,073599748;;
2,535866667;0,892148933;0,006799982;0,08039973;;
2,55255;0,749746726;-0,142402207;-0,062002477;;
2,569233333;0,650886277;-0,09886045;-0,160862926;;
2,585916667;0,717172838;0,066286561;-0,094576365;;
2,6026;0,828420439;0,111247601;0,016671236;;
2,619283333;0,893750175;0,065329736;0,082000972;;
2,635966667;0,890795272;-0,002954902;0,079046069;;
2,65265;0,875089605;-0,015705668;0,063340401;;
2,669333333;0,794462838;-0,080626766;-0,017286365;;
2,686016667;0,73563511;-0,058827728;-0,076114093;;
2,7027;0,698758227;-0,036876883;-0,112990976;;
2,719383333;0,685789739;-0,012968488;-0,125959464;;
2,736066667;0,649789186;-0,036000553;-0,161960017;;
2,75275;0,85553811;0,205748924;0,043788907;;
2,769433333;0,923246636;0,067708526;0,111497433;;
2,786116667;0,831745828;-0,091500809;0,019996625;;
2,8028;0,857060605;0,025314778;0,045311402;;
2,819483333;0,877610789;0,020550184;0,065861586;;
2,836166667;0,872402506;-0,005208284;0,060653303;;
2,85285;0,884963025;0,01256052;0,073213822;;
2,869533333;0,827404888;-0,057558137;0,015655685;;
2,886216667;0,823430987;-0,003973901;0,011681784;;
2,9029;0,811086776;-0,012344211;-0,000662427;;
2,919583333;0,788190106;-0,02289667;-0,023559097;;
2,936266667;0,805432185;0,017242079;-0,006317018;;
2,95295;0,835698911;0,030266726;0,023949708;;
2,969633333;0,788580559;-0,047118352;-0,023168644;;
2,986316667;0,737247573;-0,051332987;-0,07450163;;
3,003;0,757398987;0,020151415;-0,054350216;;
3,019683333;0,715182766;-0,042216222;-0,096566437;;
3,036366667;0,751162417;0,035979651;-0,060586786;;
3,05305;0,843349021;0,092186604;0,031599818;;
3,069733333;0,835984079;-0,007364942;0,024234876;;
3,086416667;0,836046599;6,25204E-05;0,024297396;;
3,1031;0,76613695;-0,069909649;-0,045612253;;
3,119783333;0,780372972;0,014236021;-0,031376232;;
3,136466667;0,826940126;0,046567154;0,015190923;;
3,15315;0,895672971;0,068732845;0,083923768;;
3,169833333;0,80636012;-0,089312851;-0,005389083;;
3,186516667;0,653481444;-0,152878676;-0,158267759;;
3,2032;0,804302685;0,15082124;-0,007446518;;
3,219883333;0,851523591;0,047220906;0,039774388;;
3,236566667;0,9377998;0,086276209;0,126050597;;
3,25325;0,893322993;-0,044476807;0,08157379;;
3,269933333;0,738404055;-0,154918937;-0,073345148;;
3,286616667;0,780408475;0,04200442;-0,031340728;;
3,3033;0,758374927;-0,022033547;-0,053374276;;
3,319983333;0,833728952;0,075354025;0,021979749;;
3,336666667;0,875258618;0,041529666;0,063509415;;
3,35335;0,916878754;0,041620136;0,105129551;;
3,370033333;0,945160249;0,028281494;0,133411045;;
3,386716667;0,945427512;0,000267263;0,133678309;;
3,4034;0,88822023;-0,057207281;0,076471027;;
3,420083333;0,852081243;-0,036138988;0,04033204;;
3,436766667;0,868180026;0,016098784;0,056430823;;
3,45345;0,792975611;-0,075204415;-0,018773592;;
3,470133333;0,794191874;0,001216263;-0,017557329;;
3,486816667;0,839048376;0,044856502;0,027299173;;
3,5035;0,620986981;-0,218061395;-0,190762222;;
3,520183333;0,876890024;0,255903044;0,065140821;;
3,536866667;0,93043669;0,053546666;0,118687487;;
3,55355;0,93230407;0,00186738;0,120554867;;
3,570233333;0,965897818;0,033593749;0,154148615;;
3,586916667;0,813377839;-0,15251998;0,001628636;;
3,6036;0,906749965;0,093372126;0,095000762;;
3,620283333;0,87878876;-0,027961205;0,067039557;;
3,636966667;0,83156347;-0,047225289;0,019814267;;
3,65365;0,694788954;-0,136774516;-0,116960249;;
3,670333333;0,621152809;-0,073636145;-0,190596394;;
3,687016667;0,846158474;0,225005665;0,034409271;;
3,7037;0,890942849;0,044784375;0,079193646;;
3,720383333;0,91797807;0,027035221;0,106228867;;
3,737066667;0,906540747;-0,011437323;0,094791544;;
3,75375;0,81924753;-0,087293217;0,007498327;;
3,770433333;0,848316604;0,029069074;0,036567401;;
3,787116667;0,715688238;-0,132628366;-0,096060965;;
3,8038;0,902640718;0,18695248;0,090891515;;
3,820483333;0,921602737;0,018962019;0,109853534;;
3,837166667;0,972656068;0,051053331;0,160906865;;
3,85385;0,840433499;-0,13222257;0,028684296;;
3,870533333;0,701769655;-0,138663843;-0,109979548;;
3,887216667;0,724527378;0,022757723;-0,087221825;;
3,9039;0,708825332;-0,015702046;-0,102923871;;
3,920583333;0,784271546;0,075446214;-0,027477657;;
3,937266667;0,812075599;0,027804053;0,000326396;;
3,95395;0,795337726;-0,016737873;-0,016411477;;
3,970633333;0,848435377;0,053097651;0,036686174;;
3,987316667;0,75712394;-0,091311437;-0,054625263;;
4,004;0,728049427;-0,029074513;-0,083699776;;
4,020683333;0,773095891;0,045046464;-0,038653312;;
4,037366667;0,814417252;0,041321361;0,002668049;;
4,05405;0,82257817;0,008160917;0,010828967;;
4,070733333;0,832978166;0,010399996;0,021228963;;
4,087416667;0,809810799;-0,023167367;-0,001938404;;
4,1041;0,813375099;0,003564299;0,001625896;;
4,120783333;0,842703061;0,029327963;0,030953858;;
4,137466667;0,840260769;-0,002442292;0,028511566;;
4,15415;0,683829356;-0,156431413;-0,127919847;;
4,170833333;0,739425713;0,055596356;-0,07232349;;
4,187516667;0,869710963;0,13028525;0,05796176;;
4,2042;0,902102075;0,032391113;0,090352872;;
4,220883333;1,079080341;0,176978265;0,267331138;;
4,237566667;1,005744177;-0,073336163;0,193994974;;
4,25425;0,897219237;-0,10852494;0,085470034;;
4,270933333;0,855925046;-0,041294192;0,044175842;;
4,287616667;0,969894198;0,113969152;0,158144995;;
4,3043;0,971112606;0,001218408;0,159363403;;
4,320983333;0,97881214;0,007699534;0,167062937;;
4,337666667;1,033341514;0,054529375;0,221592311;;
4,35435;0,963151429;-0,070190086;0,151402225;;
4,371033333;1,017424145;0,054272717;0,205674942;;
4,387716667;0,97415359;-0,043270555;0,162404387;;
4,4044;0,838440353;-0,135713237;0,02669115;;
4,421083333;0,932090927;0,093650574;0,120341724;;
4,437766667;0,885549215;-0,046541712;0,073800012;;
4,45445;0,953700349;0,068151134;0,141951146;;
4,471133333;0,90941023;-0,04429012;0,097661027;;
4,487816667;0,823640893;-0,085769337;0,01189169;;
4,5045;0,957806668;0,134165776;0,146057465;;
4,521183333;0,799936438;-0,15787023;-0,011812765;;
4,537866667;0,920575586;0,120639148;0,108826383;;
4,55455;0,874590837;-0,04598475;0,062841634;;
4,571233333;0,98156511;0,106974273;0,169815907;;
4,587916667;1,099708528;0,118143418;0,287959325;;
4,6046;0,876061186;-0,223647342;0,064311983;;
4,621283333;0,918378823;0,042317637;0,10662962;;
4,637966667;0,705226588;-0,213152235;-0,106522615;;
4,65465;0,846786191;0,141559603;0,035036988;;
4,671333333;0,916608682;0,069822491;0,104859479;;
4,688016667;0,920523341;0,003914659;0,108774138;;
4,7047;1,133417766;0,212894425;0,321668563;;
4,721383333;1,082665618;-0,050752148;0,270916415;;
4,738066667;0,999246653;-0,083418966;0,18749745;;
4,75475;0,994855187;-0,004391466;0,183105984;;
4,771433333;0,966526259;-0,028328928;0,154777056;;
4,788116667;0,964247888;-0,002278371;0,152498685;;
4,8048;0,873263811;-0,090984077;0,061514608;;
4,821483333;1,009789283;0,136525472;0,19804008;;
4,838166667;1,043479236;0,033689953;0,231730033;;
4,85485;1,073489642;0,030010406;0,261740439;;
4,871533333;1,156562342;0,0830727;0,344813139;;
4,888216667;1,079693453;-0,076868889;0,26794425;;
4,9049;1,174081746;0,094388293;0,362332543;;
4,921583333;1,237936522;0,063854775;0,426187318;;
4,938266667;1,223284893;-0,014651629;0,41153569;;
4,95495;1,255547637;0,032262744;0,443798434;;
4,971633333;1,132733056;-0,122814582;0,320983853;;
4,988316667;1,214799556;0,0820665;0,403050353;15,51651105;0,039382008
5,005;1,179046752;-0,035752804;0,367297549;;
5,021683333;1,164486686;-0,014560067;0,352737483;;
5,038366667;1,268226393;0,103739707;0,45647719;;
5,05505;1,144213249;-0,124013144;0,332464046;;
5,071733333;1,275002296;0,130789047;0,463253093;;
5,088416667;1,207490816;-0,06751148;0,395741613;;
5,1051;1,177060877;-0,030429938;0,365311674;;
5,121783333;1,323033068;0,145972191;0,511283865;15,47218323;0,040083376
5,138466667;1,269403599;-0,05362947;0,457654396;;
5,15515;1,373431889;0,10402829;0,561682686;;
5,171833333;1,412373166;0,038941277;0,600623963;;
5,188516667;1,347083708;-0,065289458;0,535334505;;
5,2052;1,493634275;0,146550567;0,681885072;;
5,221883333;1,513126882;0,019492606;0,701377679;;
5,238566667;1,538029811;0,024902929;0,726280608;;
5,25525;1,410713332;-0,127316479;0,598964128;;
5,271933333;1,333819892;-0,076893439;0,522070689;;
5,288616667;1,458437772;0,124617879;0,646688569;;
5,3053;1,503453867;0,045016095;0,691704664;;
5,321983333;1,565490239;0,062036373;0,753741036;;
5,338666667;1,601649552;0,036159312;0,789900349;;
5,35535;1,56362789;-0,038021662;0,751878687;;
5,372033333;1,689570192;0,125942303;0,877820989;;
5,388716667;1,758472707;0,068902515;0,946723504;;
5,4054;1,770244194;0,011771487;0,958494991;;
5,422083333;1,769998476;-0,000245718;0,958249273;;
5,438766667;1,813051962;0,043053485;1,001302759;;
5,45545;1,827729753;0,014677791;1,01598055;;
5,472133333;1,924584697;0,096854944;1,112835494;;
5,488816667;1,962301172;0,037716475;1,150551969;;
5,5055;1,950783021;-0,011518151;1,139033818;;
5,522183333;2,006436248;0,055653227;1,194687045;;
5,538866667;1,976835633;-0,029600615;1,165086429;;
5,55555;1,987030021;0,010194388;1,175280817;;
5,572233333;2,00319061;0,016160589;1,191441407;;
5,588916667;2,043166502;0,039975892;1,231417299;;
5,6056;2,184376941;0,141210438;1,372627738;;
5,622283333;2,227437361;0,043060421;1,415688158;;
5,638966667;2,36270898;0,135271618;1,550959777;;
5,65565;2,55540904;0,19270006;1,743659837;;
5,672333333;2,449110768;-0,106298272;1,637361565;;
5,689016667;2,516049368;0,0669386;1,704300165;;
5,7057;2,717487522;0,201438154;1,905738319;;
5,722383333;2,616507158;-0,100980364;1,804757955;;
